,Report_No,Reported_Date,IBRS,Race,Sex,Age
14001,KC19031617,04/30/2019,23D,W,M,27.0
14002,KC19031461,04/30/2019,13A,W,M,
14003,KC19024310,04/04/2019,240,W,F,30.0
14004,KC19024973,04/06/2019,13B,B,M,26.0
14005,KC19034168,05/09/2019,13B,B,M,
14006,KC19033686,05/08/2019,23F,W,F,21.0
14007,KC19023165,03/30/2019,13B,W,M,27.0
14008,KC19024295,04/04/2019,290,W,M,28.0
14009,KC19022109,03/27/2019,290,W,M,31.0
14010,KC19033102,05/06/2019,23E,,,
14011,KC19035818,05/15/2019,23F,B,M,29.0
14012,KC19022445,03/28/2019,,,M,80.0
14013,KC19034552,05/11/2019,,W,M,55.0
14014,KC19023329,03/31/2019,13A,B,M,
14015,KC19028958,04/20/2019,13B,W,M,31.0
14016,KC19030206,04/25/2019,,W,F,64.0
14017,KC19023878,04/02/2019,13A,B,F,26.0
14018,KC19025945,04/09/2019,280,B,F,31.0
14019,KC19032792,05/04/2019,13A,B,M,30.0
14020,KC19027753,04/16/2019,23C,,,
14021,KC19025113,04/06/2019,290,B,M,32.0
14022,KC19023359,03/31/2019,,W,M,36.0
14023,KC19027600,04/16/2019,,B,F,26.0
14024,KC19029776,04/23/2019,,W,M,42.0
14025,KC19033947,05/08/2019,220,W,F,54.0
14026,KC19031491,04/30/2019,11B,W,F,31.0
14027,KC19022640,03/28/2019,90J,,,
14028,KC19027400,04/15/2019,23F,W,M,29.0
14029,KC19025349,04/08/2019,13B,B,M,58.0
14030,KC19033253,05/06/2019,270,B,F,21.0
14031,KC19022367,03/27/2019,23C,,,
14032,KC19028780,04/20/2019,,W,M,31.0
14033,KC19030482,04/26/2019,,W,M,33.0
14034,KC19036262,05/17/2019,09A,W,M,51.0
14035,KC19021508,03/24/2019,23C,,,
14036,KC19023999,04/03/2019,520,B,M,27.0
14037,KC19021994,03/26/2019,23C,W,M,
14038,KC19029729,04/23/2019,13B,W,M,35.0
14039,KC19023272,03/31/2019,240,W,M,43.0
14040,KC19022525,03/28/2019,13B,B,M,
14041,KC19023627,04/01/2019,23H,W,F,49.0
14042,KC19026346,04/11/2019,23D,B,M,38.0
14043,KC19028400,04/18/2019,23D,W,F,64.0
14044,KC19035824,05/15/2019,23C,,,
14045,KC19029453,04/22/2019,,B,M,65.0
14046,KC19026755,04/12/2019,90Z,W,F,74.0
14047,KC19035266,05/13/2019,13A,W,M,44.0
14048,KC19026199,04/10/2019,290,B,F,23.0
14049,KC19026246,04/10/2019,,B,M,24.0
14050,KC19035338,05/14/2019,13A,B,M,38.0
14051,KC19023852,04/02/2019,23C,B,M,55.0
14052,KC19022914,03/29/2019,13B,B,F,22.0
14053,KC19028895,04/20/2019,13A,W,F,
14054,KC19030090,04/25/2019,35A,B,M,24.0
14055,KC19023136,03/30/2019,26B,W,M,60.0
14056,KC19034917,05/12/2019,90C,W,M,42.0
14057,KC19029381,04/22/2019,13A,B,F,32.0
14058,KC19034650,05/11/2019,90J,W,F,29.0
14059,KC19023643,04/01/2019,26B,W,M,54.0
14060,KC19032888,05/05/2019,23G,W,F,47.0
14061,KC19024919,04/06/2019,290,U,M,48.0
14062,KC19029316,04/22/2019,,B,M,33.0
14063,KC19033873,05/08/2019,13C,B,M,56.0
14064,KC19028290,04/18/2019,23F,B,F,40.0
14065,KC19030922,04/28/2019,240,B,F,38.0
14066,KC19032178,05/02/2019,26A,W,F,19.0
14067,KC19023758,04/02/2019,240,B,F,32.0
14068,KC19022788,03/29/2019,13B,W,M,37.0
14069,KC19025895,04/09/2019,220,,M,47.0
14070,KC19032532,05/03/2019,13A,B,F,40.0
14071,KC19031960,05/01/2019,13B,B,F,34.0
14072,KC19025238,04/07/2019,23C,W,F,
14073,KC19023773,04/02/2019,90Z,,,
14074,KC19028934,04/20/2019,13B,W,M,30.0
14075,KC19022866,03/29/2019,,B,M,61.0
14076,KC19029207,04/22/2019,290,B,M,34.0
14077,KC19036426,05/17/2019,90Z,B,F,34.0
14078,KC19025027,04/06/2019,23H,B,M,23.0
14079,KC19021910,03/26/2019,13B,,M,47.0
14080,KC19026013,04/10/2019,90F,B,M,
14081,KC19023866,04/02/2019,35B,B,M,49.0
14082,KC19034270,05/10/2019,290,B,F,37.0
14083,KC19022208,03/27/2019,23F,B,M,24.0
14084,KC19036398,05/17/2019,240,W,F,35.0
14085,KC19031129,04/29/2019,220,,M,52.0
14086,KC19035184,05/13/2019,23C,W,M,29.0
14087,KC19027673,04/16/2019,26E,B,M,60.0
14088,KC19024651,04/05/2019,,W,M,18.0
14089,KC19025621,04/08/2019,13A,W,F,42.0
14090,KC19032389,05/03/2019,220,W,M,75.0
14091,KC19033111,05/06/2019,23C,W,M,42.0
14092,KC19025569,04/08/2019,23F,B,F,35.0
14093,KC19031984,05/02/2019,290,,,
14094,KC19029152,04/21/2019,,W,M,47.0
14095,KC19037167,05/20/2019,250,W,F,61.0
14096,KC19035661,05/15/2019,240,W,M,31.0
14097,KC19035122,05/13/2019,23G,W,F,39.0
14098,KC19023989,04/03/2019,90D,W,M,26.0
14099,KC19032100,05/02/2019,,B,M,44.0
14100,KC19027572,04/16/2019,13B,B,F,27.0
14101,KC19027585,04/16/2019,23F,B,F,28.0
14102,KC19030242,04/25/2019,35A,B,M,38.0
14103,KC19033288,05/06/2019,120,B,M,26.0
14104,KC19023051,03/30/2019,23G,W,F,22.0
14105,KC19025461,04/08/2019,23D,W,M,42.0
14106,KC19028872,04/20/2019,90J,W,F,36.0
14107,KC19024792,04/05/2019,13C,B,M,
14108,KC19024576,04/04/2019,120,W,F,
14109,KC19034674,05/11/2019,23C,,,
14110,KC19034095,05/09/2019,13B,B,M,38.0
14111,KC19031043,04/28/2019,11B,B,M,
14112,KC19032997,05/05/2019,23C,,,
14113,KC19028006,04/17/2019,13B,B,M,34.0
14114,KC19032845,05/05/2019,,W,M,51.0
14115,KC19033053,05/06/2019,35A,B,M,
14116,KC19028479,04/19/2019,290,B,F,37.0
14117,KC19026107,04/10/2019,,B,F,47.0
14118,KC19037191,05/20/2019,23C,,,
14119,KC19028322,04/18/2019,35A,B,M,
14120,KC19024450,04/04/2019,35A,B,F,23.0
14121,KC19030371,04/25/2019,13B,W,M,34.0
14122,KC19036405,05/17/2019,520,W,M,24.0
14123,KC19022359,03/27/2019,90J,,,
14124,KC19023572,04/01/2019,240,B,F,74.0
14125,KC19022655,03/28/2019,26B,W,M,33.0
14126,KC19025885,04/09/2019,,W,M,36.0
14127,KC19022698,03/29/2019,240,W,M,37.0
14128,KC19031647,04/30/2019,13B,W,M,42.0
14129,KC19028531,04/19/2019,23C,,,
14130,KC19033464,05/07/2019,520,B,F,29.0
14131,KC19026170,04/10/2019,13C,W,M,
14132,KC19027904,04/17/2019,,W,F,33.0
14133,KC19026529,04/12/2019,90Z,B,F,28.0
14134,KC19028767,04/20/2019,120,B,M,32.0
14135,KC19029131,04/21/2019,13A,B,M,26.0
14136,KC19023423,04/01/2019,220,,,
14137,KC19032700,05/04/2019,13B,B,F,65.0
14138,KC19030319,04/25/2019,23D,W,F,
14139,KC19022398,03/28/2019,520,B,M,53.0
14140,KC19032812,05/05/2019,13B,W,M,31.0
14141,KC19036544,05/17/2019,290,W,M,
14142,KC19036456,05/17/2019,23C,B,M,20.0
14143,KC19036894,05/19/2019,23C,B,F,
14144,KC19024719,04/05/2019,240,B,M,63.0
14145,KC19034717,05/11/2019,290,U,U,
14146,KC19032548,05/03/2019,13A,W,F,19.0
14147,KC19025076,04/06/2019,23C,B,M,31.0
14148,KC19029127,04/21/2019,13B,B,M,37.0
14149,KC19034625,05/11/2019,13B,B,M,21.0
14150,KC19033074,05/06/2019,240,W,F,36.0
14151,KC19024905,04/06/2019,90Z,W,M,19.0
14152,KC19027773,04/16/2019,,W,F,35.0
14153,KC19036837,05/19/2019,13B,B,F,39.0
14154,KC19021747,03/25/2019,13A,B,M,46.0
14155,KC19030676,04/27/2019,90C,B,M,31.0
14156,KC19024597,04/04/2019,23F,B,F,27.0
14157,KC19036849,05/19/2019,240,W,M,29.0
14158,KC19030729,04/27/2019,23C,B,M,
14159,KC19022346,03/27/2019,240,W,M,37.0
14160,KC19021839,03/26/2019,23F,U,M,
14161,KC19023676,04/01/2019,13A,B,M,24.0
14162,KC19025782,04/09/2019,220,W,M,20.0
14163,KC19030813,04/27/2019,23F,W,M,54.0
14164,KC19029016,04/21/2019,23F,B,M,35.0
14165,KC19032581,05/04/2019,13A,B,M,41.0
14166,KC19022078,03/26/2019,35A,B,M,58.0
14167,KC19031556,04/30/2019,35B,U,M,
14168,KC19025603,04/08/2019,120,B,M,20.0
14169,KC19036795,05/18/2019,13A,B,M,
14170,KC19034249,05/09/2019,13A,W,M,41.0
14171,KC19021960,03/26/2019,,W,F,30.0
14172,KC19023949,04/02/2019,,W,M,60.0
14173,KC19032302,05/03/2019,23F,W,F,23.0
14174,KC19031239,04/29/2019,13A,B,F,44.0
14175,KC19024860,04/05/2019,23C,,,
14176,KC19036969,05/19/2019,23H,W,F,45.0
14177,KC19034281,05/10/2019,240,W,M,25.0
14178,KC19022443,03/28/2019,280,,M,30.0
14179,KC19023576,04/01/2019,23C,W,M,30.0
14180,KC19031912,05/01/2019,90C,,,
14181,KC19030341,04/25/2019,23G,W,F,25.0
14182,KC19037032,05/19/2019,13B,W,M,
14183,KC19022769,03/29/2019,,W,F,30.0
14184,KC19027691,04/16/2019,270,B,M,38.0
14185,KC19027093,04/14/2019,13B,B,M,31.0
14186,KC19032732,05/04/2019,,B,M,19.0
14187,KC19031839,05/01/2019,13B,W,M,
14188,KC19028971,04/20/2019,09A,B,M,
14189,KC19027687,04/16/2019,23H,W,M,36.0
14190,KC19027182,04/14/2019,23C,B,F,23.0
14191,KC19029660,04/23/2019,13B,B,M,54.0
14192,KC19022079,03/27/2019,23D,W,M,31.0
14193,KC19026968,04/13/2019,13B,B,F,45.0
14194,KC19036273,05/17/2019,23H,W,M,23.0
14195,KC19021676,03/25/2019,90J,W,F,24.0
14196,KC19032233,05/02/2019,13A,W,F,64.0
14197,KC19032318,05/03/2019,11D,B,M,35.0
14198,KC19036184,05/16/2019,120,W,F,56.0
14199,KC19023209,03/31/2019,120,B,M,
14200,KC19023299,03/31/2019,23C,,,
14201,KC19023211,03/31/2019,13B,B,M,
14202,KC19032636,05/04/2019,240,W,F,39.0
14203,KC19026630,04/12/2019,26B,,,
14204,KC19034702,05/11/2019,13C,W,M,27.0
14205,KC19028688,04/19/2019,,W,F,31.0
14206,KC19027615,04/16/2019,,B,F,
14207,KC19032185,05/02/2019,90C,W,M,54.0
14208,KC19023307,03/31/2019,13B,U,F,40.0
14209,KC19023379,04/01/2019,35A,W,M,27.0
14210,KC19033852,05/08/2019,13A,B,F,24.0
14211,KC19021348,03/24/2019,23H,B,M,40.0
14212,KC19025700,04/09/2019,13A,W,M,37.0
14213,KC19027678,04/16/2019,,B,M,61.0
14214,KC19036506,05/17/2019,23H,B,M,
14215,KC19028469,04/19/2019,,B,F,22.0
14216,KC19022549,03/28/2019,,,F,
14217,KC19022411,03/28/2019,290,B,F,64.0
14218,KC19033419,05/07/2019,90J,B,M,21.0
14219,KC19022041,03/26/2019,,B,F,71.0
14220,KC19032116,05/02/2019,23D,W,M,64.0
14221,KC19029853,04/24/2019,90J,,F,25.0
14222,KC19037175,05/20/2019,90C,B,F,53.0
14223,KC19027196,04/14/2019,23C,,,
14224,KC19023153,03/30/2019,13B,B,F,22.0
14225,KC19021890,03/26/2019,120,B,M,32.0
14226,KC19029780,04/23/2019,90Z,W,M,47.0
14227,KC19024474,04/04/2019,13B,B,M,21.0
14228,KC19034497,05/10/2019,120,B,M,70.0
14229,KC19033907,05/08/2019,35B,B,F,28.0
14230,KC19022729,03/29/2019,220,,,
14231,KC19029211,04/22/2019,23G,B,F,48.0
14232,KC19030761,04/27/2019,23C,B,F,
14233,KC19024783,04/05/2019,90J,B,M,59.0
14234,KC19023832,04/02/2019,13B,W,M,26.0
14235,KC19024709,04/05/2019,220,,F,49.0
14236,KC19036756,05/18/2019,13C,W,M,
14237,KC19027477,04/15/2019,,W,F,
14238,KC19031163,04/29/2019,23D,B,M,63.0
14239,KC19029461,04/22/2019,23F,B,F,26.0
14240,KC19022690,03/29/2019,13B,B,M,39.0
14241,KC19023828,04/02/2019,250,,,
14242,KC19033296,05/06/2019,13B,B,F,29.0
14243,KC19026119,04/10/2019,13A,B,M,21.0
14244,KC19032072,05/02/2019,13C,W,F,25.0
14245,KC19030411,04/26/2019,23G,B,F,22.0
14246,KC19033746,05/08/2019,13A,W,M,32.0
14247,KC19031898,05/01/2019,26F,W,M,54.0
14248,KC19027326,04/15/2019,,W,F,71.0
14249,KC19023313,03/31/2019,13B,W,M,48.0
14250,KC19036688,05/18/2019,13B,B,M,19.0
14251,KC19019837,03/18/2019,23C,B,M,64.0
14252,KC19025514,04/08/2019,,B,M,29.0
14253,KC19030565,04/26/2019,,B,M,30.0
14254,KC19023282,03/31/2019,13A,B,M,26.0
14255,KC19032743,05/04/2019,90D,W,M,58.0
14256,KC19028775,04/20/2019,90D,,,
14257,KC19024823,04/05/2019,13A,B,F,23.0
14258,KC19028194,04/18/2019,13A,W,M,40.0
14259,KC19027560,04/16/2019,290,B,F,50.0
14260,KC19022937,03/30/2019,13B,B,M,24.0
14261,KC19035395,05/14/2019,23F,B,F,49.0
14262,KC19029530,04/23/2019,35A,B,M,22.0
14263,KC19025560,04/08/2019,90C,W,M,31.0
14264,KC19033226,05/06/2019,90Z,W,F,60.0
14265,KC19032410,05/03/2019,120,W,M,27.0
14266,KC19023182,03/31/2019,,B,M,56.0
14267,KC19025865,04/09/2019,13B,W,M,35.0
14268,KC19029746,04/23/2019,23C,B,M,38.0
14269,KC19023388,04/01/2019,,W,F,33.0
14270,KC19033893,05/08/2019,90Z,B,M,27.0
14271,KC19033508,05/07/2019,13A,B,F,77.0
14272,KC19028181,04/18/2019,,B,M,
14273,KC19031894,05/01/2019,35A,W,M,35.0
14274,KC19025051,04/06/2019,13B,B,F,
14275,KC19034564,05/11/2019,23F,W,F,25.0
14276,KC19026242,04/10/2019,23A,B,F,34.0
14277,KC19026932,04/13/2019,240,B,M,
14278,KC19028814,04/20/2019,290,W,F,29.0
14279,KC19027764,04/16/2019,250,W,F,39.0
14280,KC19029457,04/22/2019,13B,B,M,33.0
14281,KC19027913,04/17/2019,90J,W,F,49.0
14282,KC19023540,04/01/2019,220,U,U,
14283,KC19021257,03/23/2019,13A,B,F,28.0
14284,KC19034455,05/10/2019,90Z,W,F,28.0
14285,KC19025355,04/08/2019,220,,,
14286,KC19033270,05/06/2019,240,W,F,43.0
14287,KC19027423,04/15/2019,220,W,M,61.0
14288,KC19035478,05/14/2019,13B,B,M,34.0
14289,KC19033881,05/08/2019,35A,W,M,20.0
14290,KC19034439,05/10/2019,90J,B,F,
14291,KC19033199,05/06/2019,,B,F,18.0
14292,KC19033087,05/06/2019,290,W,M,38.0
14293,KC19022162,03/27/2019,,B,F,33.0
14294,KC19027817,04/16/2019,23G,W,F,41.0
14295,KC19034623,05/11/2019,23G,W,F,56.0
14296,KC19023524,04/01/2019,13A,B,F,29.0
14297,KC19019792,03/18/2019,90J,,,
14298,KC19025573,04/08/2019,13B,W,F,44.0
14299,KC19022582,03/28/2019,13C,B,F,33.0
14300,KC19035642,05/15/2019,520,B,M,38.0
14301,KC19026015,04/10/2019,90Z,W,M,33.0
14302,KC19030819,04/27/2019,23D,W,M,22.0
14303,KC19031608,04/30/2019,13B,W,F,22.0
14304,KC19026689,04/12/2019,23C,B,F,
14305,KC19025951,04/09/2019,290,W,M,37.0
14306,KC19031329,04/29/2019,13C,W,F,38.0
14307,KC19022554,03/28/2019,13B,B,F,39.0
14308,KC19036589,05/18/2019,290,B,F,48.0
14309,KC19033115,05/06/2019,,B,M,23.0
14310,KC19027508,04/15/2019,23F,W,M,
14311,KC19035584,05/14/2019,240,W,M,42.0
14312,KC19034037,05/09/2019,23H,,,
14313,KC19025580,04/08/2019,23D,W,M,27.0
14314,KC19029072,04/21/2019,,W,M,21.0
14315,KC19034611,05/11/2019,290,,,
14316,KC19024361,04/04/2019,13B,B,F,29.0
14317,KC19025187,04/07/2019,290,B,F,19.0
14318,KC19022063,03/26/2019,520,W,M,34.0
14319,KC19029320,04/22/2019,,B,F,25.0
14320,KC19036017,05/16/2019,23C,,,
14321,KC19022198,03/27/2019,220,,,
14322,KC19030076,04/24/2019,13A,B,F,71.0
14323,KC19032185,05/02/2019,90C,,,
14324,KC19020959,03/22/2019,23D,W,F,32.0
14325,KC19028077,04/17/2019,13A,B,F,47.0
14326,KC19033724,05/08/2019,,U,M,32.0
14327,KC19028996,04/21/2019,13A,B,F,18.0
14328,KC19035608,05/14/2019,290,W,M,33.0
14329,KC19020389,03/20/2019,,W,M,29.0
14330,KC19021784,03/25/2019,23G,B,M,30.0
14331,KC19034579,05/11/2019,90J,W,M,61.0
14332,KC19035897,05/15/2019,11D,W,F,
14333,KC19026215,04/10/2019,220,B,M,29.0
14334,KC19028802,04/20/2019,11A,W,F,
14335,KC19032287,05/03/2019,13B,B,M,23.0
14336,KC19032629,05/04/2019,23F,B,M,40.0
14337,KC19029675,04/23/2019,23H,W,M,
14338,KC19030927,04/28/2019,23F,U,M,
14339,KC19035035,05/13/2019,13B,B,F,34.0
14340,KC19032914,05/05/2019,,W,M,61.0
14341,KC19033042,05/06/2019,23D,W,M,44.0
14342,KC19033372,05/07/2019,,B,F,26.0
14343,KC19027887,04/17/2019,90C,W,M,22.0
14344,KC19033313,05/06/2019,,B,M,45.0
14345,KC19021422,03/24/2019,13B,B,M,
14346,KC19031526,04/30/2019,220,W,F,35.0
14347,KC19033639,05/08/2019,90Z,W,M,67.0
14348,KC19031034,04/28/2019,13B,W,M,35.0
14349,KC19035750,05/15/2019,120,B,F,30.0
14350,KC19034756,05/11/2019,90J,W,M,58.0
14351,KC19024304,04/04/2019,,B,M,28.0
14352,KC19031207,04/29/2019,23G,W,F,60.0
14353,KC19028649,04/19/2019,23C,,,
14354,KC19026803,04/12/2019,,,M,
14355,KC19032373,05/03/2019,26A,B,M,37.0
14356,KC19033209,05/06/2019,13B,B,M,
14357,KC19026283,04/10/2019,,W,M,46.0
14358,KC19024340,04/04/2019,23F,,,
14359,KC19025082,04/06/2019,240,B,M,
14360,KC19035367,05/14/2019,13C,W,M,49.0
14361,KC19023800,04/02/2019,90J,,,
14362,KC19027655,04/16/2019,13A,W,M,
14363,KC19035297,05/13/2019,720,W,F,37.0
14364,KC19028035,04/17/2019,90J,B,M,35.0
14365,KC19029510,04/23/2019,35B,B,M,26.0
14366,KC19024207,04/03/2019,23C,,,
14367,KC19021566,03/25/2019,220,,M,
14368,KC19036797,05/18/2019,290,W,F,21.0
14369,KC19025006,04/06/2019,,W,M,40.0
14370,KC19036953,05/19/2019,,B,F,38.0
14371,KC19025426,04/08/2019,,W,M,28.0
14372,KC19029562,04/23/2019,280,B,M,19.0
14373,KC19023789,04/02/2019,240,W,M,23.0
14374,KC19030550,04/26/2019,13B,B,F,60.0
14375,KC19030897,04/28/2019,13B,W,F,33.0
14376,KC19029958,04/24/2019,280,W,M,34.0
14377,KC19025607,04/08/2019,23C,,,
14378,KC19036635,05/18/2019,,W,M,25.0
14379,KC19035168,05/13/2019,,W,F,47.0
14380,KC19025691,04/09/2019,23G,U,U,
14381,KC19035924,05/15/2019,23F,B,F,33.0
14382,KC19022683,03/29/2019,90Z,U,U,
14383,KC19020590,03/21/2019,,W,F,34.0
14384,KC19024058,04/03/2019,240,B,F,25.0
14385,KC19033706,05/08/2019,220,B,F,26.0
14386,KC19029833,04/24/2019,,,F,29.0
14387,KC19023059,03/30/2019,13A,W,M,40.0
14388,KC19024965,04/06/2019,290,W,M,23.0
14389,KC19026907,04/13/2019,220,W,F,69.0
14390,KC19022794,03/29/2019,13B,W,F,38.0
14391,KC19032461,05/03/2019,120,B,F,26.0
14392,KC19026927,04/13/2019,90C,,,
14393,KC19026698,04/12/2019,90C,B,M,35.0
14394,KC19035880,05/15/2019,290,W,M,42.0
14395,KC19029333,04/22/2019,23F,B,M,40.0
14396,KC19032804,05/05/2019,13B,W,F,27.0
14397,KC19037042,05/20/2019,,W,M,56.0
14398,KC19027633,04/16/2019,,W,F,
14399,KC19034013,05/09/2019,23F,W,F,26.0
14400,KC19026233,04/10/2019,90F,W,F,57.0
14401,KC19036731,05/18/2019,23H,U,M,
14402,KC19029127,04/21/2019,13B,B,M,35.0
14403,KC19030999,04/28/2019,13A,B,M,
14404,KC19031016,04/28/2019,240,,,
14405,KC19035790,05/15/2019,,W,M,33.0
14406,KC19036066,05/16/2019,240,W,M,61.0
14407,KC19034976,05/12/2019,13C,B,M,52.0
14408,KC19024747,04/05/2019,23H,W,F,33.0
14409,KC19019894,03/18/2019,290,W,F,59.0
14410,KC19026062,04/10/2019,90F,W,F,
14411,KC19023084,03/30/2019,13A,B,F,31.0
14412,KC19036911,05/19/2019,13B,W,F,40.0
14413,KC19027965,04/17/2019,13B,W,F,52.0
14414,KC19031167,04/29/2019,26B,B,F,29.0
14415,KC19024615,04/05/2019,,B,F,30.0
14416,KC19020191,03/19/2019,35B,B,F,28.0
14417,KC19034740,05/11/2019,,B,F,34.0
14418,KC19035064,05/13/2019,23H,B,M,38.0
14419,KC19030066,04/24/2019,250,W,F,70.0
14420,KC19032016,05/02/2019,13B,B,F,27.0
14421,KC19030973,04/28/2019,23C,,,
14422,KC19021774,03/25/2019,23C,W,F,32.0
14423,KC19032061,05/02/2019,35B,W,M,33.0
14424,KC19027781,04/16/2019,,B,M,26.0
14425,KC19031199,04/29/2019,120,W,F,29.0
14426,KC19034184,05/09/2019,13A,B,M,42.0
14427,KC19023933,04/02/2019,120,B,M,20.0
14428,KC19022904,03/29/2019,13C,B,M,25.0
14429,KC19031831,05/01/2019,13B,W,M,
14430,KC19032427,05/03/2019,13B,W,F,51.0
14431,KC19034184,05/09/2019,13A,B,M,
14432,KC19031565,04/30/2019,23C,,,
14433,KC19021569,03/25/2019,,B,M,51.0
14434,KC19029426,04/22/2019,,W,M,52.0
14435,KC19025272,04/07/2019,90C,W,M,37.0
14436,KC19027340,04/15/2019,220,,,
14437,KC19027778,04/16/2019,220,B,F,45.0
14438,KC19029354,04/22/2019,,W,F,35.0
14439,KC19030985,04/28/2019,26A,W,M,38.0
14440,KC19035497,05/14/2019,13B,W,M,47.0
14441,KC19024556,04/04/2019,,B,M,30.0
14442,KC19034470,05/10/2019,13A,W,M,42.0
14443,KC19033976,05/09/2019,90C,B,F,61.0
14444,KC19023597,04/01/2019,250,W,M,35.0
14445,KC19024222,04/03/2019,13C,U,M,49.0
14446,KC19020463,03/20/2019,,W,M,67.0
14447,KC19033868,05/08/2019,120,W,M,64.0
14448,KC19028499,04/19/2019,,B,,
14449,KC19036453,05/17/2019,13B,B,F,
14450,KC19023417,04/01/2019,23F,,F,39.0
14451,KC19024491,04/04/2019,90J,B,M,22.0
14452,KC19030783,04/27/2019,13B,B,F,26.0
14453,KC19029542,04/23/2019,,B,M,35.0
14454,KC19033593,05/07/2019,13A,B,M,34.0
14455,KC19020290,03/20/2019,23H,,,
14456,KC19023955,04/02/2019,,W,M,24.0
14457,KC19030174,04/25/2019,35A,,U,
14458,KC19022337,03/27/2019,,B,M,25.0
14459,KC19026252,04/10/2019,13B,B,F,27.0
14460,KC19026661,04/12/2019,220,B,F,44.0
14461,KC19025866,04/09/2019,90Z,B,M,59.0
14462,KC19023750,04/02/2019,23G,B,F,55.0
14463,KC19022876,03/29/2019,240,W,M,90.0
14464,KC19032175,05/02/2019,35B,W,M,34.0
14465,KC19028233,04/18/2019,23F,B,F,23.0
14466,KC19035891,05/15/2019,,B,M,24.0
14467,KC19028455,04/18/2019,90Z,W,M,38.0
14468,KC19024977,04/06/2019,240,B,M,22.0
14469,KC19032247,05/02/2019,13B,W,M,25.0
14470,KC19030442,04/26/2019,290,B,M,25.0
14471,KC19034059,05/09/2019,11D,W,M,42.0
14472,KC19025721,04/09/2019,220,W,F,43.0
14473,KC19024514,04/04/2019,,,F,27.0
14474,KC19034261,05/10/2019,13B,B,M,27.0
14475,KC19025386,04/08/2019,23D,W,F,29.0
14476,KC19029461,04/22/2019,23F,B,M,46.0
14477,KC19025911,04/09/2019,13B,B,F,22.0
14478,KC19035095,05/13/2019,240,W,F,44.0
14479,KC19026082,04/10/2019,23G,W,M,25.0
14480,KC19022592,03/28/2019,,W,M,31.0
14481,KC19025601,04/08/2019,13B,W,M,60.0
14482,KC19030699,04/27/2019,240,B,M,24.0
14483,KC19033606,05/07/2019,13A,W,M,39.0
14484,KC19027995,04/17/2019,35A,B,M,22.0
14485,KC19023179,03/31/2019,,W,M,42.0
14486,KC19034895,05/12/2019,13A,B,M,25.0
14487,KC19027486,04/15/2019,,W,M,65.0
14488,KC19024855,04/05/2019,,W,F,23.0
14489,KC19033639,05/08/2019,90Z,B,M,49.0
14490,KC19021867,03/25/2019,90Z,W,M,
14491,KC19024301,04/04/2019,90C,B,M,68.0
14492,KC19021583,03/25/2019,290,W,F,20.0
14493,KC19033329,05/07/2019,13A,B,F,
14494,KC19030841,04/27/2019,250,W,F,39.0
14495,KC19024102,04/03/2019,,W,M,36.0
14496,KC19027989,04/17/2019,,W,M,74.0
14497,KC19036201,05/16/2019,90Z,W,F,21.0
14498,KC19025761,04/09/2019,90F,B,M,32.0
14499,KC19030057,04/24/2019,220,W,M,60.0
14500,KC19032700,05/04/2019,13B,B,F,24.0
14501,KC19023380,04/01/2019,,B,F,34.0
14502,KC19031414,04/30/2019,90J,B,M,39.0
14503,KC19037202,05/20/2019,23G,B,F,59.0
14504,KC19021929,03/26/2019,120,W,M,24.0
14505,KC19036160,05/16/2019,90J,W,F,43.0
14506,KC19027999,04/17/2019,90Z,W,M,
14507,KC19025930,04/09/2019,13A,B,F,36.0
14508,KC19024337,04/04/2019,,W,F,35.0
14509,KC19024244,04/03/2019,13B,W,M,60.0
14510,KC19025711,04/09/2019,90Z,W,M,56.0
14511,KC19032933,05/05/2019,13B,W,M,37.0
14512,KC19028877,04/20/2019,120,B,M,61.0
14513,KC19029425,04/22/2019,13A,B,M,
14514,KC19034267,05/10/2019,,B,M,29.0
14515,KC19034510,05/10/2019,13B,W,F,52.0
14516,KC19032618,05/04/2019,23G,W,F,35.0
14517,KC19027564,04/16/2019,13A,B,F,45.0
14518,KC19035552,05/14/2019,13A,,,
14519,KC19021924,03/26/2019,23H,B,M,34.0
14520,KC19026361,04/11/2019,90Z,W,F,45.0
14521,KC19034404,05/10/2019,23H,B,F,38.0
14522,KC19025817,04/09/2019,13A,B,M,
14523,KC19035208,05/13/2019,,,M,
14524,KC19034123,05/09/2019,26F,W,M,47.0
14525,KC19030304,04/25/2019,13A,B,M,25.0
14526,KC19024648,04/05/2019,,,,
14527,KC19028771,04/20/2019,90D,W,M,27.0
14528,KC19029342,04/22/2019,13A,W,M,
14529,KC19032814,05/05/2019,90J,,,
14530,KC19031578,04/30/2019,240,W,F,42.0
14531,KC19031107,04/29/2019,,B,M,37.0
14532,KC19034535,05/11/2019,220,W,F,23.0
14533,KC19036516,05/17/2019,40A,B,M,67.0
14534,KC19023520,04/01/2019,90Z,B,F,
14535,KC19025417,04/08/2019,23C,W,F,26.0
14536,KC19023396,04/01/2019,290,,,
14537,KC19024777,04/05/2019,,B,M,
14538,KC19036865,05/19/2019,290,B,F,62.0
14539,KC19031752,05/01/2019,13C,W,F,64.0
14540,KC19033774,05/08/2019,13A,B,F,46.0
14541,KC19034720,05/11/2019,13A,B,F,29.0
14542,KC19031178,04/29/2019,290,B,F,63.0
14543,KC19034797,05/12/2019,13B,W,M,55.0
